watershed,year,month,flow,diversion,prop_diversion,avg_temp
Upper Sacramento River,1921,10,6978.5805664063,212.1407666537,0.0303988418,NA
Upper Sacramento River,1921,11,5529.3798828125,62.9915906555,0.0113921619,9.8260185185
Upper Sacramento River,1921,12,4811.6088867188,46.9013724575,0.0097475446,9.7198476703
Upper Sacramento River,1922,1,5152.908203125,72.8352219371,0.0141347796,7.8748207885
Upper Sacramento River,1922,2,7555.2763671875,41.3249484766,0.0054696806,9.0768849206
Upper Sacramento River,1922,3,5000.65625,85.663011886,0.017130354,13.4136200717
Upper Sacramento River,1922,4,5323.47265625,47.1806726135,0.0088627623,15.7336111111
Upper Sacramento River,1922,5,12765.205078125,725.6710858779,0.0568475854,16.4362903226
Upper Sacramento River,1922,6,16092.0791015625,1387.7006879841,0.0862350153,15.9010185185
Upper Sacramento River,1922,7,14720.5146484375,1050.9882609968,0.0713961628,16.0840949821
Upper Sacramento River,1922,8,8570.3876953125,755.1498929102,0.0881115207,18.4298835125
Upper Sacramento River,1922,9,5729.0454101563,208.0442064443,0.0363139392,17.4973611111
Upper Sacramento River,1922,10,5377.544921875,164.9389564762,0.0306717952,15.4526433692
Upper Sacramento River,1922,11,8270.41796875,36.0073043391,0.0043537466,11.8984259259
Upper Sacramento River,1922,12,7007.3818359375,28.757801871,0.0041039296,8.819937276
Upper Sacramento River,1923,1,7205.904296875,28.9728425541,0.0040207088,7.9673835125
Upper Sacramento River,1923,2,42924.3046875,27.7663429431,0.0006468676,8.0184027778
Upper Sacramento River,1923,3,13524.9267578125,37.1101220966,0.0027438316,10.2899641577
Upper Sacramento River,1923,4,5947.4204101563,146.5617381944,0.0246429087,13.8678703704
Upper Sacramento River,1923,5,14270.771484375,1138.5203992553,0.0797798774,14.5831989247
Upper Sacramento River,1923,6,14007.9453125,2366.3783053197,0.1689311496,15.2955555556
Upper Sacramento River,1923,7,14949.6142578125,1751.6626478416,0.1171710934,15.921953405
Upper Sacramento River,1923,8,10552.525390625,1250.2863389019,0.118482192,16.0953853047
Upper Sacramento River,1923,9,6537.0678710938,337.5855658299,0.051641741,16.3328240741
Upper Sacramento River,1923,10,6802.3452148438,305.9564129725,0.0449780779,13.3458781362
Upper Sacramento River,1923,11,5133.5673828125,43.9352482252,0.0085584244,10.7408796296
Upper Sacramento River,1923,12,6147.185546875,37.107628381,0.0060365232,8.1176971326
Upper Sacramento River,1924,1,5669.6606445313,38.3939896505,0.006771832,7.5520609319
Upper Sacramento River,1924,2,5507.33984375,38.9943565497,0.007080434,9.3582375479
Upper Sacramento River,1924,3,17732.830078125,80.6081121924,0.0045456992,10.2687724014
Upper Sacramento River,1924,4,8647.2890625,52.3920166672,0.0060587794,13.3959259259
Upper Sacramento River,1924,5,13883.0634765625,917.2167394445,0.0660673158,15.0886200717
Upper Sacramento River,1924,6,14794.8310546875,1490.3782159026,0.1007364133,16.342962963
Upper Sacramento River,1924,7,17696.048828125,1164.508353397,0.0658061223,15.4061379928
Upper Sacramento River,1924,8,9631.17578125,896.8613700929,0.0931206522,17.4841397849
Upper Sacramento River,1924,9,5626.359375,355.7202371394,0.0632238742,17.7284259259
Upper Sacramento River,1924,10,6757.6806640625,134.7170939234,0.019935404,14.5004480287
Upper Sacramento River,1924,11,4774.5083007813,32.1293938259,0.0067293618,11.4617592593
Upper Sacramento River,1924,12,4683.5473632813,30.1624859479,0.0064400941,8.5422491039
Upper Sacramento River,1925,1,4943.6459960938,34.0826747557,0.0068942385,7.5802419355
Upper Sacramento River,1925,2,4868.1381835938,32.3342460887,0.0066420148,9.2322916667
Upper Sacramento River,1925,3,5992.6342773438,68.6349134965,0.0114532124,11.7371863799
Upper Sacramento River,1925,4,7077.3100585938,84.8833980907,0.0119937374,13.474537037
Upper Sacramento River,1925,5,7634.255859375,438.4544460626,0.0574325061,16.4668010753
Upper Sacramento River,1925,6,13767.119140625,686.9430398927,0.0498973702,17.2828703704
Upper Sacramento River,1925,7,11840.7529296875,653.1548942616,0.0551616015,18.9285394265
Upper Sacramento River,1925,8,9579.0009765625,585.9934337152,0.0611747963,17.6903225806
Upper Sacramento River,1925,9,5719.912109375,254.6994311884,0.0445285568,17.9256018519
Upper Sacramento River,1925,10,6861.6264648438,68.0322902746,0.0099148927,14.4854390681
Upper Sacramento River,1925,11,6586.6455078125,119.0187550163,0.0180697071,13.1643981481
Upper Sacramento River,1925,12,6035.6186523438,24.2322363333,0.004014872,9.1644265233
Upper Sacramento River,1926,1,7547.7172851563,24.2322363333,0.0032105384,7.7527329749
Upper Sacramento River,1926,2,7787.6459960938,24.2321685636,0.0031116166,10.159077381
Upper Sacramento River,1926,3,6070.505859375,26.979515088,0.0044443603,12.011827957
Upper Sacramento River,1926,4,5229.4291992188,83.3222791213,0.0159333411,15.0872222222
Upper Sacramento River,1926,5,9307.0107421875,443.6248331435,0.0476656625,15.7654569892
Upper Sacramento River,1926,6,12387.8427734375,834.6226806673,0.0673743359,17.9508796296
Upper Sacramento River,1926,7,11544.677734375,685.2308414043,0.0593546964,18.8105286738
Upper Sacramento River,1926,8,8350.041015625,534.6452845316,0.0640290609,18.2372311828
Upper Sacramento River,1926,9,5095.7905273438,187.2036263062,0.0367369156,18.0116203704
Upper Sacramento River,1926,10,4966.4272460938,145.4867891104,0.0292940542,15.5117831541
Upper Sacramento River,1926,11,3876.6496582031,40.38901727,0.0104185368,13.1101851852
Upper Sacramento River,1926,12,3741.8491210938,33.6127084803,0.0089829139,9.8012096774
Upper Sacramento River,1927,1,5078.5209960938,25.933300329,0.0051064671,8.2029121864
Upper Sacramento River,1927,2,4475.869140625,26.9931082073,0.0060308082,9.6919642857
Upper Sacramento River,1927,3,4600.1694335938,106.951727859,0.0232495193,12.5884408602
Upper Sacramento River,1927,4,5859.0771484375,153.8988040249,0.0262667311,16.0260185185
Upper Sacramento River,1927,5,7061.0170898438,288.7950721344,0.0408999254,18.2806451613
Upper Sacramento River,1927,6,8126.4814453125,546.0224054798,0.0671905066,18.3871759259
Upper Sacramento River,1927,7,12572.0751953125,650.6063081755,0.0517501127,19.4822580645
Upper Sacramento River,1927,8,9363.2841796875,454.3606816543,0.0485257814,20.4996415771
Upper Sacramento River,1927,9,4155.7763671875,165.5178748753,0.0398283883,20.8147222222
Upper Sacramento River,1927,10,7183.8857421875,103.6885024934,0.0144334844,15.441218638
Upper Sacramento River,1927,11,4488.5151367188,28.0437234391,0.0062478843,11.4094907407
Upper Sacramento River,1927,12,6512.9047851563,21.6137142472,0.0033185982,7.7294802867
Upper Sacramento River,1928,1,7350.7036132813,22.282482246,0.00303134,6.714874552
Upper Sacramento River,1928,2,5471.3588867188,22.1595031353,0.0040500913,8.0595306513
Upper Sacramento River,1928,3,4621.7724609375,71.4702444046,0.0154638172,11.8951612903
Upper Sacramento River,1928,4,4614.9223632813,84.848176777,0.018385613,14.11
Upper Sacramento River,1928,5,6879.0483398438,358.5016270803,0.0521150033,16.2344982079
Upper Sacramento River,1928,6,11690.51171875,726.6938373822,0.0621609947,17.1128240741
Upper Sacramento River,1928,7,11385.548828125,637.182295299,0.0559641265,19.3988799283
Upper Sacramento River,1928,8,6010.9653320313,0,0,22.7913530466
Upper Sacramento River,1928,9,4743.6440429688,0,0,21.8547685185
Upper Sacramento River,1928,10,3846.6962890625,0,0,16.8012544803
Upper Sacramento River,1928,11,4180.87890625,0,0,12.5497222222
Upper Sacramento River,1928,12,4065.5869140625,25.849584672,0.0063581434,7.9787634409
Upper Sacramento River,1929,1,4784.5541992188,28.7544357185,0.0060098464,7.4134408602
Upper Sacramento River,1929,2,4565.4599609375,27.5220096438,0.0060283104,8.1537698413
Upper Sacramento River,1929,3,5812.650390625,25.7002384913,0.004421432,11.5916666667
Upper Sacramento River,1929,4,7192.4165039063,165.6138865618,0.0230261813,13.862037037
Upper Sacramento River,1929,5,8348.10546875,253.3077084549,0.0303431371,15.6735663082
Upper Sacramento River,1929,6,9151.1953125,286.1401001819,0.0312680574,18.9906018519
Upper Sacramento River,1929,7,7098.8002929688,0,0,21.8796594982
Upper Sacramento River,1929,8,6656.0771484375,0,0,21.2426523297
Upper Sacramento River,1929,9,4841.2124023438,76.5659282315,0.0158154449,20.0114351852
Upper Sacramento River,1929,10,4755.908203125,0,0,18.0110663082
Upper Sacramento River,1929,11,4484.5737304688,46.6817694462,0.0104094106,12.4524074074
Upper Sacramento River,1929,12,5411.1069335938,22.123904713,0.0040886098,7.8417114695
Upper Sacramento River,1930,1,5453.3754882813,22.123904713,0.0040569194,6.9287634409
Upper Sacramento River,1930,2,5454.2163085938,22.1239741964,0.0040563067,8.1648313492
Upper Sacramento River,1930,3,5001.3471679688,71.8428370226,0.0143646971,12.2372759857
Upper Sacramento River,1930,4,6880.8603515625,181.746662622,0.0264133631,14.1835185185
Upper Sacramento River,1930,5,8127.8461914063,331.0258480436,0.040727376,16.3304659498
Upper Sacramento River,1930,6,12201.333984375,701.5812510625,0.0575003727,17.3458796296
Upper Sacramento River,1930,7,11049.966796875,659.6982101685,0.0597013749,19.5464605735
Upper Sacramento River,1930,8,4910.2993164063,0,0,23.3195340502
Upper Sacramento River,1930,9,3761.8576660156,0,0,22.3794907407
Upper Sacramento River,1930,10,4129.3564453125,0,0,17.1082437276
Upper Sacramento River,1930,11,4710.7236328125,25.8099196491,0.0054789713,11.8778240741
Upper Sacramento River,1930,12,5207.263671875,26.6148393507,0.0051110988,8.2064964158
Upper Sacramento River,1931,1,7192.1459960938,26.6423739455,0.0037043706,7.6670250896
Upper Sacramento River,1931,2,6716.3178710938,24.713867141,0.003679675,8.378968254
Upper Sacramento River,1931,3,7364.8388671875,27.0141212691,0.0036679854,9.9794802867
Upper Sacramento River,1931,4,7500.5102539063,70.536731891,0.0094042578,13.343287037
Upper Sacramento River,1931,5,10906.59375,437.2835115945,0.0400934995,14.4926523297
Upper Sacramento River,1931,6,17153.900390625,1254.5926902767,0.0731374592,15.3217592593
Upper Sacramento River,1931,7,12343.208984375,1007.9892713936,0.0816634696,18.33140681
Upper Sacramento River,1931,8,9412.958984375,873.848833091,0.0928346585,18.0529569892
Upper Sacramento River,1931,9,6447.310546875,246.3252949014,0.0382058989,19.5525462963
Upper Sacramento River,1931,10,4993.544921875,158.5986653721,0.0317607367,16.4343637993
Upper Sacramento River,1931,11,4231.943359375,46.4451990548,0.0109749104,11.8673148148
Upper Sacramento River,1931,12,4204.521484375,56.10779004,0.0133446315,8.8101702509
Upper Sacramento River,1932,1,9100.6259765625,33.3789845598,0.003667768,7.8112007168
Upper Sacramento River,1932,2,12112.537109375,31.5670337239,0.0026061455,8.5301245211
Upper Sacramento River,1932,3,7342.08984375,89.2665952631,0.0121581998,11.6857526882
Upper Sacramento River,1932,4,5351.4130859375,56.3710905424,0.0105338701,14.5028703704
Upper Sacramento River,1932,5,11879.7001953125,772.5602485803,0.0650319651,14.4099910394
Upper Sacramento River,1932,6,13134.689453125,1323.7318345899,0.1007813576,15.4324537037
Upper Sacramento River,1932,7,14380.015625,1155.4317442545,0.0803498254,17.1977598566
Upper Sacramento River,1932,8,9648.271484375,931.4206217727,0.0965375636,17.8502240143
Upper Sacramento River,1932,9,5909.828125,252.3358468442,0.0426976625,18.0502777778
Upper Sacramento River,1932,10,5921.4326171875,231.1368637259,0.0390339431,15.8411290323
Upper Sacramento River,1932,11,4914.4604492188,100.8894567551,0.0205291014,12.6080092593
Upper Sacramento River,1932,12,3950.5915527344,67.428236256,0.0170678835,8.4750896057
Upper Sacramento River,1933,1,4302.5825195313,33.9333091875,0.0078867306,7.7646953405
Upper Sacramento River,1933,2,6327.189453125,45.9992161496,0.0072700867,8.6364087302
Upper Sacramento River,1933,3,9853.5341796875,27.7331857428,0.002814542,10.8561379928
Upper Sacramento River,1933,4,6201.6162109375,46.967480592,0.0075734259,14.1763888889
Upper Sacramento River,1933,5,7486.58203125,619.449223262,0.0827412591,16.4916218638
Upper Sacramento River,1933,6,13902.392578125,818.4463272215,0.0588708974,16.1499074074
Upper Sacramento River,1933,7,11704.7373046875,969.5052864788,0.0828301619,18.8132168459
Upper Sacramento River,1933,8,9193.4658203125,683.9398673668,0.0743941274,18.1544354839
Upper Sacramento River,1933,9,5096.0717773438,194.3139943711,0.0381301526,18.6941666667
Upper Sacramento River,1933,10,4517.4145507813,152.7102045181,0.0338047799,16.0233870968
Upper Sacramento River,1933,11,7352.203125,32.7164995288,0.0044498906,11.516712963
Upper Sacramento River,1933,12,10578.0087890625,30.4016286712,0.0028740408,8.1426075269
Upper Sacramento River,1934,1,8739.6962890625,30.4016286712,0.0034785681,7.6215053763
Upper Sacramento River,1934,2,45227.4921875,30.4018831839,0.0006721992,7.5256944444
Upper Sacramento River,1934,3,49986.671875,39.7768395386,0.0007957489,8.339516129
Upper Sacramento River,1934,4,11981.4384765625,145.7648181581,0.0121658863,12.4312037037
Upper Sacramento River,1934,5,6548.2705078125,1098.9098229345,0.1678168032,17.1930107527
Upper Sacramento River,1934,6,13887.818359375,2245.7745170617,0.1617082294,16.1570833333
Upper Sacramento River,1934,7,10592.8193359375,1621.2812185282,0.1530547409,18.0460573477
Upper Sacramento River,1934,8,9996.818359375,1466.2336623587,0.1466700314,17.2935483871
Upper Sacramento River,1934,9,6934.1479492188,521.611456738,0.0752235834,16.8383333333
Upper Sacramento River,1934,10,8623.08984375,59.3312264644,0.0068805066,13.1728942652
Upper Sacramento River,1934,11,7692.7006835938,72.2376823406,0.009390419,11.2463425926
Upper Sacramento River,1934,12,6780.3120117188,45.8301473545,0.0067592977,9.5233870968
Upper Sacramento River,1935,1,4733.8208007813,73.7843669376,0.0155866413,8.5229390681
Upper Sacramento River,1935,2,5374.8481445313,222.3597042935,0.0413704161,9.1446428571
Upper Sacramento River,1935,3,4716.5854492188,53.0325515723,0.0112438441,11.5700716846
Upper Sacramento River,1935,4,8605.0615234375,415.9789806014,0.0483411977,14.1676851852
Upper Sacramento River,1935,5,10489.3994140625,824.4223988404,0.0785957676,14.7110663082
Upper Sacramento River,1935,6,16333.8701171875,1654.3459823507,0.1012831601,15.2229166667
Upper Sacramento River,1935,7,16671.595703125,1393.2386773437,0.0835696056,15.7215053763
Upper Sacramento River,1935,8,9042.2529296875,1000.1166795283,0.1106048114,17.8455645161
Upper Sacramento River,1935,9,6077.3745117188,340.8488833507,0.0560848904,18.9156944444
Upper Sacramento River,1935,10,5644.228515625,80.4051852963,0.0142455581,15.5103046595
Upper Sacramento River,1935,11,5139.9990234375,56.6885942278,0.0110289115,13.0940740741
Upper Sacramento River,1935,12,4474.6328125,35.9385279693,0.008031615,9.9505824373
Upper Sacramento River,1936,1,8860.009765625,54.6317377124,0.0061661036,8.0607078853
Upper Sacramento River,1936,2,40965.96875,33.9413492826,0.0008285255,8.1748084291
Upper Sacramento River,1936,3,29623.24609375,39.7125118541,0.0013405861,9.3301075269
Upper Sacramento River,1936,4,6211.8032226563,138.8618814135,0.0223545203,14.7818055556
Upper Sacramento River,1936,5,11688.2080078125,1112.6659783745,0.0951956004,14.9959677419
Upper Sacramento River,1936,6,14602.376953125,1943.0583823596,0.133064527,15.7243981481
Upper Sacramento River,1936,7,14910.4052734375,1565.9981925761,0.1050272051,15.9259856631
Upper Sacramento River,1936,8,10219.7138671875,1263.0621660214,0.1235907563,16.9745519713
Upper Sacramento River,1936,9,6291.3745117188,310.9212723906,0.0494202454,17.5311574074
Upper Sacramento River,1936,10,5727.4243164063,269.7563109566,0.0470990616,15.044265233
Upper Sacramento River,1936,11,4588.0004882813,45.8843716052,0.0100009518,11.6282407407
Upper Sacramento River,1936,12,10789.7099609375,39.2910327162,0.0036415282,8.4801971326
Upper Sacramento River,1937,1,44302.203125,39.2910327162,0.0008868867,7.9995519713
Upper Sacramento River,1937,2,41338.73046875,39.2911765818,0.0009504689,7.6999007937
Upper Sacramento River,1937,3,19521.224609375,50.8683350337,0.0026057963,9.5358870968
Upper Sacramento River,1937,4,11339.0751953125,82.7316880489,0.0072961583,12.2436574074
Upper Sacramento River,1937,5,14361.9990234375,1191.7806064643,0.0829815268,14.0332885305
Upper Sacramento River,1937,6,13745.8330078125,2804.488391341,0.2040246226,15.6875462963
Upper Sacramento River,1937,7,12792.982421875,2231.8848655848,0.1744616534,17.2146505376
Upper Sacramento River,1937,8,9926.0517578125,1757.4585916039,0.1770551509,16.9865143369
Upper Sacramento River,1937,9,6692.9291992188,445.0500330923,0.0664955537,16.5194444444
Upper Sacramento River,1937,10,8672.5771484375,223.895892948,0.0258165352,13.2205197133
Upper Sacramento River,1937,11,7584.2309570313,56.8595230769,0.0074970717,11.7285185185
Upper Sacramento River,1937,12,18428.005859375,49.582604827,0.0026906115,9.0886200717
Upper Sacramento River,1938,1,26457.048828125,49.582604827,0.0018740792,8.2242383513
Upper Sacramento River,1938,2,33389.0234375,49.5836175635,0.0014850275,7.9144345238
Upper Sacramento River,1938,3,7422.064453125,132.7288450098,0.0178830089,11.3217741935
Upper Sacramento River,1938,4,10719.306640625,49.7235989749,0.0046386955,12.500787037
Upper Sacramento River,1938,5,14959.451171875,841.083116938,0.0562241961,13.4057795699
Upper Sacramento River,1938,6,10817.470703125,2611.2014986387,0.2413874343,16.8574537037
Upper Sacramento River,1938,7,11202.0478515625,2259.9876030181,0.2017477191,18.1943100358
Upper Sacramento River,1938,8,10221.1923828125,1790.0935575698,0.1751354921,17.4955645161
Upper Sacramento River,1938,9,8282.2099609375,485.7427508027,0.0586489298,15.5167592593
Upper Sacramento River,1938,10,9441.5498046875,349.3258373664,0.0369987814,13.0068548387
Upper Sacramento River,1938,11,8278.447265625,69.3046740701,0.0083716996,10.9577777778
Upper Sacramento River,1938,12,11814.2978515625,47.0175102951,0.0039797126,9.3241039427
Upper Sacramento River,1939,1,22766.830078125,47.0175102951,0.002065176,8.0513888889
Upper Sacramento River,1939,2,13228.25,45.5392127961,0.0034425727,8.4707837302
Upper Sacramento River,1939,3,15510.9072265625,41.6614962581,0.0026859484,9.9777777778
Upper Sacramento River,1939,4,6158.9467773438,134.5220590274,0.021841731,13.720787037
Upper Sacramento River,1939,5,11055.4619140625,1033.7357039674,0.093504524,15.699327957
Upper Sacramento River,1939,6,11918.732421875,1562.2067372043,0.1310715504,15.725
Upper Sacramento River,1939,7,11944.2138671875,1541.0257201477,0.1290185974,17.2422043011
Upper Sacramento River,1939,8,8840.5283203125,1173.225130766,0.1327098436,17.6005824373
Upper Sacramento River,1939,9,5934.66015625,371.4583826303,0.0625913486,17.5969907407
Upper Sacramento River,1939,10,8174.7021484375,269.9105384221,0.0330177826,12.8880824373
Upper Sacramento River,1939,11,5211.8583984375,52.6841105618,0.0101085077,11.0596296296
Upper Sacramento River,1939,12,4080.3178710938,39.6210872473,0.0097102943,9.0539426523
Upper Sacramento River,1940,1,4882.2055664063,62.327162352,0.0127661897,8.6176523297
Upper Sacramento River,1940,2,6017.9643554688,38.3879739554,0.0063788969,8.8198754789
Upper Sacramento River,1940,3,5321.9047851563,101.2954534976,0.0190336839,12.0122311828
Upper Sacramento River,1940,4,4954.2084960938,85.732742411,0.0173050332,13.9157407407
Upper Sacramento River,1940,5,8050.2065429688,817.3689011921,0.1015339044,16.345609319
Upper Sacramento River,1940,6,12305.6728515625,1285.8848511782,0.1044952898,15.6149074074
Upper Sacramento River,1940,7,11737.7353515625,1277.9955801279,0.1088792294,17.1739695341
Upper Sacramento River,1940,8,9319.4677734375,1181.3772514304,0.1267644548,17.9145609319
Upper Sacramento River,1940,9,6119.9243164063,352.4080974005,0.0575837346,17.7292592593
Upper Sacramento River,1940,10,5359.55078125,275.9149752281,0.0514809891,14.4758512545
Upper Sacramento River,1940,11,5020.2827148438,36.7203310967,0.0073143951,10.8547222222
Upper Sacramento River,1940,12,6684.7983398438,36.6755229611,0.0054864068,7.8841845878
Upper Sacramento River,1941,1,5390.2548828125,38.8966941225,0.0072161141,7.9514336918
Upper Sacramento River,1941,2,6297.2065429688,36.6749600835,0.0058240046,8.5677083333
Upper Sacramento River,1941,3,7303.2026367188,37.8219002677,0.0051788102,10.0634856631
Upper Sacramento River,1941,4,5167.0673828125,154.0043597838,0.0298049838,14.1065740741
Upper Sacramento River,1941,5,7568.2026367188,772.7037974175,0.1020987194,15.2289426523
Upper Sacramento River,1941,6,10886.892578125,1431.6209389535,0.1314995008,17.0175925926
Upper Sacramento River,1941,7,11641.396484375,1585.2457027125,0.1361731563,17.8384408602
Upper Sacramento River,1941,8,9856.4951171875,1212.2321358167,0.1229881536,17.6769713262
Upper Sacramento River,1941,9,6004.0170898438,487.3435325653,0.0811695778,17.2501388889
Upper Sacramento River,1941,10,4541.1162109375,186.5958582912,0.0410903068,14.6866039427
Upper Sacramento River,1941,11,5534.3969726563,40.5767103506,0.0073317311,10.47375
Upper Sacramento River,1941,12,33343.02734375,38.9850506594,0.0011692115,8.6571684588
Upper Sacramento River,1942,1,17778.55859375,38.9850506594,0.0021928128,7.4950268817
Upper Sacramento River,1942,2,6435.1220703125,43.3334805454,0.0067339019,8.6174107143
Upper Sacramento River,1942,3,10424.80078125,125.0417933414,0.0119946458,10.0971774194
Upper Sacramento River,1942,4,7543.947265625,196.2792579316,0.0260181111,13.1956944444
Upper Sacramento River,1942,5,12474.466796875,1076.3291073259,0.0862825742,13.810797491
Upper Sacramento River,1942,6,14299.4345703125,2121.5603207724,0.1483667281,14.5366203704
Upper Sacramento River,1942,7,14664.1630859375,1791.6308302523,0.1221775031,15.7782258065
Upper Sacramento River,1942,8,11138.802734375,1497.6583372563,0.1344541575,16.7019713262
Upper Sacramento River,1942,9,5500.2934570313,375.5539697171,0.0682788969,17.4097222222
Upper Sacramento River,1942,10,7248.0717773438,161.0789551549,0.0222236976,13.0226702509
Upper Sacramento River,1942,11,4751.9794921875,118.6042008952,0.0249589042,10.1235648148
Upper Sacramento River,1942,12,5196.41796875,43.0070577063,0.0082762892,8.7356182796
Upper Sacramento River,1943,1,4960.0400390625,48.2355258232,0.0097248259,7.219578853
Upper Sacramento River,1943,2,5069.705078125,42.7465011685,0.008431753,8.4714781746
Upper Sacramento River,1943,3,5760.5595703125,94.0754754916,0.0163309613,11.359811828
Upper Sacramento River,1943,4,6683.3134765625,172.6265220422,0.0258294815,14.5072222222
Upper Sacramento River,1943,5,9742.404296875,914.8468129361,0.0939035976,15.6171594982
Upper Sacramento River,1943,6,14424.4462890625,1463.1612938208,0.1014362191,15.5412962963
Upper Sacramento River,1943,7,17039.90625,1182.5967709429,0.0694016008,15.6950268817
Upper Sacramento River,1943,8,15226.2548828125,1025.4617251872,0.0673482569,16.0755824373
Upper Sacramento River,1943,9,7375.4389648438,400.0481646479,0.0542405905,18.5897222222
Upper Sacramento River,1943,10,5544.5703125,91.793488689,0.016555564,16.424327957
Upper Sacramento River,1943,11,4260.30078125,47.6547660005,0.011185775,11.0115740741
Upper Sacramento River,1943,12,4145.1684570313,41.620198001,0.010040653,7.9512544803
Upper Sacramento River,1944,1,4955.71875,43.6918586728,0.0088164524,7.402016129
Upper Sacramento River,1944,2,7153.7939453125,43.4329169277,0.0060713123,8.0538793103
Upper Sacramento River,1944,3,5758.544921875,78.3435140276,0.0136047413,10.1530017921
Upper Sacramento River,1944,4,8504.5751953125,34.0396277149,0.0040025077,12.6468055556
Upper Sacramento River,1944,5,9696.0107421875,375.1899849498,0.0386952939,15.4102598566
Upper Sacramento River,1944,6,9949.5849609375,1455.1371088619,0.1462510361,17.3978703704
Upper Sacramento River,1944,7,12767.4853515625,1344.3911496013,0.1052980374,17.1760304659
Upper Sacramento River,1944,8,10264.0361328125,1123.2164088295,0.1094322345,17.2824820789
Upper Sacramento River,1944,9,5736.8090820313,339.4387847039,0.0591685691,17.6586574074
Upper Sacramento River,1944,10,6021.3129882813,225.8498647833,0.0375084081,14.3968637993
Upper Sacramento River,1944,11,7024.703125,72.5441123776,0.0103270005,11.1798148148
Upper Sacramento River,1944,12,4596.712890625,66.0091923516,0.014360086,7.4300179211
Upper Sacramento River,1945,1,4348.7319335938,44.8830113825,0.0103209423,6.6977598566
Upper Sacramento River,1945,2,4469.4760742188,46.0204656844,0.0102966131,8.0669642857
Upper Sacramento River,1945,3,9038.6162109375,29.8398388913,0.0033013725,10.2900537634
Upper Sacramento River,1945,4,5274.1557617188,133.1178442893,0.0252396498,14.8960648148
Upper Sacramento River,1945,5,10243.8818359375,645.0278765164,0.0629671336,14.3109318996
Upper Sacramento River,1945,6,15220.123046875,1311.9962395093,0.0862014213,15.2018981481
Upper Sacramento River,1945,7,14124.1806640625,993.2680417085,0.0703239406,16.5967293907
Upper Sacramento River,1945,8,8682.7041015625,853.224702751,0.0982671634,15.968234767
Upper Sacramento River,1945,9,5557.8134765625,385.0170678473,0.0692749171,16.8162962963
Upper Sacramento River,1945,10,10152.4404296875,140.8084797348,0.0138694219,14.9448476703
Upper Sacramento River,1945,11,5506.3154296875,49.9775766806,0.00907641,12.4827777778
Upper Sacramento River,1945,12,3753.44921875,40.7767414668,0.0108638053,7.8710125448
Upper Sacramento River,1946,1,5242.3017578125,38.3176509326,0.0073093181,7.029390681
Upper Sacramento River,1946,2,7715.6391601563,35.8889172575,0.004651451,8.9187003968
Upper Sacramento River,1946,3,8236.8720703125,33.4498443737,0.0040609887,10.8889336918
Upper Sacramento River,1946,4,5322.3540039063,95.8683390481,0.0180123943,15.0780092593
Upper Sacramento River,1946,5,10159.6416015625,460.8254355832,0.0453584342,15.4264784946
Upper Sacramento River,1946,6,13367.0419921875,712.4726244495,0.0533006947,16.6067592593
Upper Sacramento River,1946,7,11697.283203125,794.3091595349,0.0679054397,19.0039874552
Upper Sacramento River,1946,8,7417.8608398438,562.8657970757,0.0758798,19.2898297491
Upper Sacramento River,1946,9,5403.2446289063,288.579323905,0.0534085246,18.3443981481
Upper Sacramento River,1946,10,4563.5615234375,35.8862379759,0.0078636472,16.3577956989
Upper Sacramento River,1946,11,6399.76171875,31.3501104903,0.0048986371,12.3192592593
Upper Sacramento River,1946,12,8845.88671875,29.9294575536,0.0033834322,8.7126792115
Upper Sacramento River,1947,1,9822.5087890625,29.9294575536,0.0030470278,7.5749551971
Upper Sacramento River,1947,2,16541.65234375,28.8971508769,0.0017469325,8.3191964286
Upper Sacramento River,1947,3,8885.8701171875,117.5856873665,0.0132328839,10.7843189964
Upper Sacramento River,1947,4,6136.05859375,204.6704870034,0.0333553671,13.4458333333
Upper Sacramento River,1947,5,10519.1083984375,989.3583143891,0.0940534385,14.4740143369
Upper Sacramento River,1947,6,14075.7353515625,1882.430972052,0.1337358884,14.8418518519
Upper Sacramento River,1947,7,15717.0625,1438.9518531987,0.0915534855,15.1978942652
Upper Sacramento River,1947,8,10072.76171875,1178.7868581657,0.117027176,16.3519713262
Upper Sacramento River,1947,9,6614.4985351563,520.6913472471,0.078719701,16.5777777778
Upper Sacramento River,1947,10,5262.7563476563,162.3123541699,0.0308417003,14.1049731183
Upper Sacramento River,1947,11,5700.2055664063,46.5427112682,0.0081650935,10.844212963
Upper Sacramento River,1947,12,18273.353515625,41.5330008359,0.0022728724,8.7005824373
Upper Sacramento River,1948,1,28977.517578125,41.5330008359,0.0014332836,7.8693100358
Upper Sacramento River,1948,2,23278.068359375,41.5331964937,0.0017842201,7.8832375479
Upper Sacramento River,1948,3,18820.822265625,49.2727525429,0.0026179915,9.5672043011
Upper Sacramento River,1948,4,9132.6044921875,205.4556352157,0.0224969378,12.6387962963
Upper Sacramento River,1948,5,8271.103515625,1552.9324759841,0.1877539645,15.6333333333
Upper Sacramento River,1948,6,13493.9443359375,2163.5504734006,0.1603349191,15.3726388889
Upper Sacramento River,1948,7,11485.1298828125,2094.8307282709,0.1823950403,17.7530913978
Upper Sacramento River,1948,8,9690.212890625,1639.5404088217,0.1691954993,17.6247759857
