watershed,year,month,flow,diversion,prop_diversion,avg_temp
Stony Creek,1974,11,115.9246944573,11.0011382488,0.0948990058,10.5556018519
Stony Creek,1974,12,81.4669751497,5.5617932466,0.068270526,6.2284050179
Stony Creek,1975,1,310.9482011787,8.0245513512,0.0258067142,6.3073476703
Stony Creek,1975,2,939.0821536064,2.8705522415,0.0030567637,7.2434027778
Stony Creek,1975,3,840.7934990229,1.5428007582,0.0018349342,9.2220878136
Stony Creek,1975,4,340.5714288313,11.2273677306,0.0329662643,11.9230092593
Stony Creek,1975,5,305.0046193209,82.3357535014,0.2699492017,16.4431451613
Stony Creek,1975,6,162.7994782105,154.275121735,0.9476389202,22.0521296296
Stony Creek,1975,7,99.0940672434,118.1796224221,1.1926003817,25.2009856631
Stony Creek,1975,8,147.7072026406,103.3195106359,0.6994886423,24.395609319
Stony Creek,1975,9,102.0514832044,46.6548275959,0.45716952,22.4401851852
Stony Creek,1975,10,207.5044348625,16.2910520319,0.0785094162,16.6709677419
Stony Creek,1975,11,352.9037125082,9.4891381788,0.0268887457,11.1661574074
Stony Creek,1975,12,706.3789508698,5.3065656746,0.0075123497,6.8916666667
Stony Creek,1976,1,1115.7583228253,3.0069108671,0.0026949482,6.7145609319
Stony Creek,1976,2,2432.4409578473,2.9772535283,0.0012239777,7.3289272031
Stony Creek,1976,3,823.9476331502,1.6207943646,0.0019671085,9.1252240143
Stony Creek,1976,4,338.4651797775,10.8190043091,0.0319648961,11.4658333333
Stony Creek,1976,5,349.9417185306,76.2498106328,0.217892885,14.6080197133
Stony Creek,1976,6,245.5432915784,124.2775832005,0.5061330831,21.2532407407
Stony Creek,1976,7,184.0427935277,125.6285407154,0.6826050524,25.1518817204
Stony Creek,1976,8,202.7015610307,121.852604746,0.6011429025,24.4608870968
Stony Creek,1976,9,120.8029064728,40.7167527397,0.3370511019,21.9453240741
Stony Creek,1976,10,115.957524063,21.1920607785,0.1827570996,17.0691756272
Stony Creek,1976,11,84.6507452002,11.2711049538,0.1331483252,11.7027314815
Stony Creek,1976,12,258.5429350098,5.5023678684,0.021282221,6.925672043
Stony Creek,1977,1,680.3783163664,3.1388304996,0.0046133606,6.686827957
Stony Creek,1977,2,508.2733875669,3.0640935234,0.0060284359,7.5394345238
Stony Creek,1977,3,578.7304725567,1.6650437916,0.0028770626,8.9531362007
Stony Creek,1977,4,302.3703504001,10.9385862802,0.0361761207,11.3694907407
Stony Creek,1977,5,275.7437541316,62.6550331251,0.2272219486,15.0250896057
Stony Creek,1977,6,178.2982502454,154.7682340536,0.8680300218,21.3169444444
Stony Creek,1977,7,204.6836476818,134.7427314201,0.6582974895,25.1688620072
Stony Creek,1977,8,179.101065123,103.438105935,0.5775404287,25.0705197133
Stony Creek,1977,9,97.7530199421,47.880533382,0.489811296,22.600787037
Stony Creek,1977,10,226.3126752662,16.0504406621,0.0709215277,16.0497311828
Stony Creek,1977,11,963.6716369889,10.5433586994,0.0109408208,10.8796296296
Stony Creek,1977,12,1851.2476807516,5.3150621482,0.0028710703,6.5428763441
Stony Creek,1978,1,1335.0017645577,3.2709246375,0.0024501276,5.9827508961
Stony Creek,1978,2,1218.6135651785,3.0564707531,0.0025081542,7.3672123016
Stony Creek,1978,3,1176.1478251953,1.6252357706,0.0013818295,8.9487903226
Stony Creek,1978,4,1036.4651261014,2.1381509272,0.0020629261,11.356712963
Stony Creek,1978,5,745.1442690599,86.5292701232,0.1161241839,14.8453405018
Stony Creek,1978,6,403.0899083457,125.9683071276,0.312506725,20.9662962963
Stony Creek,1978,7,214.6159960185,107.8961695856,0.5027405766,24.9833781362
Stony Creek,1978,8,165.7180102931,103.9883582402,0.6275018512,24.7930555556
Stony Creek,1978,9,194.3919217869,41.5216602037,0.213597663,21.729537037
Stony Creek,1978,10,257.975476551,15.4584734167,0.0599222594,16.5723566308
Stony Creek,1978,11,531.9444741888,10.1621488823,0.0191037775,10.7893055556
Stony Creek,1978,12,1084.8619690323,5.3832630267,0.004962164,6.3469982079
Stony Creek,1979,1,2253.5918251818,3.211366806,0.0014249993,6.1038978495
Stony Creek,1979,2,3871.9765053618,3.433249843,0.0008866918,7.5152281746
Stony Creek,1979,3,3571.5883068432,1.5523931144,0.0004346506,9.5700716846
Stony Creek,1979,4,1312.5738802468,2.9506485239,0.0022479866,11.5423148148
Stony Creek,1979,5,916.808514214,60.8975416675,0.0664234033,16.5476702509
Stony Creek,1979,6,476.3827201143,153.1539358624,0.3214934745,21.8946296296
Stony Creek,1979,7,274.8896501812,113.2944576971,0.4121452285,24.739516129
Stony Creek,1979,8,233.7034518867,95.3271115349,0.4078977472,24.266218638
Stony Creek,1979,9,228.0232009822,51.6581904867,0.2265479577,21.300462963
Stony Creek,1979,10,298.682172678,14.7415701929,0.0493553735,16.4765681004
Stony Creek,1979,11,947.8787976709,10.9105720095,0.0115105138,10.6799074074
Stony Creek,1979,12,2317.9354416069,5.8986015013,0.0025447652,6.3226702509
Stony Creek,1980,1,1328.0614931713,3.279550412,0.0024694266,6.0730734767
Stony Creek,1980,2,483.2819241143,3.1932437307,0.006607414,7.6048371648
Stony Creek,1980,3,505.8382563237,5.8200344649,0.0115057222,11.0146057348
Stony Creek,1980,4,354.7070794861,14.137425022,0.0398566193,13.3728703704
Stony Creek,1980,5,393.6979832542,82.8699294502,0.21049112,17.2945340502
Stony Creek,1980,6,389.7778039067,135.9429851334,0.348770463,22.3151851852
Stony Creek,1980,7,285.9910318894,122.7211734203,0.4291084675,25.5562275986
Stony Creek,1980,8,281.2598745012,93.7776607108,0.3334199764,24.8608870968
Stony Creek,1980,9,261.6995605113,54.2851113279,0.207432948,22.2266203704
Stony Creek,1980,10,202.3535107906,17.0071718659,0.0840468337,15.7733870968
Stony Creek,1980,11,944.0249469864,8.4408215178,0.0089413119,10.64875
Stony Creek,1980,12,634.5228606074,4.5614359981,0.0071887654,6.7502688172
Stony Creek,1981,1,286.5404771017,2.8381346527,0.0099048298,6.5462365591
Stony Creek,1981,2,262.8103717406,2.985806633,0.0113610685,7.3927083333
Stony Creek,1981,3,284.3247357391,6.0048881455,0.0211198232,8.985483871
Stony Creek,1981,4,239.8857678222,17.8531090275,0.0744233774,11.6083333333
Stony Creek,1981,5,180.9889793073,74.5559443987,0.4119363769,15.0152777778
Stony Creek,1981,6,145.3979828001,159.9408739014,1.1000212714,21.5585185185
Stony Creek,1981,7,141.5547815741,140.993317374,0.9960335907,25.5297939068
Stony Creek,1981,8,113.2843764082,89.7012697846,0.7918238386,24.6891577061
Stony Creek,1981,9,121.0032381288,25.11873147,0.2075872667,21.1662037037
Stony Creek,1981,10,151.2589022202,21.1345340032,0.1397242324,15.9217741935
Stony Creek,1981,11,295.5113610816,10.2040620401,0.0345301852,10.5673611111
Stony Creek,1981,12,294.7803499391,5.5961864821,0.0189842589,6.2983422939
Stony Creek,1982,1,605.6518616979,3.0326229497,0.0050072049,6.7244175627
Stony Creek,1982,2,4278.7986133157,3.0029549115,0.000701822,7.4791170635
Stony Creek,1982,3,1509.0624172406,1.6580341479,0.0010987181,9.5137096774
Stony Creek,1982,4,535.881719586,14.1508464584,0.0264066602,11.8581018519
Stony Creek,1982,5,446.833382515,80.0977100721,0.1792563251,15.5858870968
Stony Creek,1982,6,222.0399398913,149.0667753242,0.6713511785,22.1022685185
Stony Creek,1982,7,152.195960779,115.612826551,0.7596313723,25.4269265233
Stony Creek,1982,8,125.3798768528,106.4865921751,0.8493116667,25.1197580645
Stony Creek,1982,9,189.2876579714,32.5979896196,0.1722140258,21.2404166667
Stony Creek,1982,10,158.3603816582,19.6408124431,0.1240260489,16.7547043011
Stony Creek,1982,11,103.9897576136,10.2871108458,0.0989242699,11.2481481481
Stony Creek,1982,12,97.5120502506,5.2387865271,0.0537245039,6.6859767025
Stony Creek,1983,1,274.5834969603,6.7692854361,0.0246529216,6.6066756272
Stony Creek,1983,2,336.4896577216,2.7966938383,0.0083113813,7.2916666667
Stony Creek,1983,3,740.2230611334,1.6656863963,0.0022502493,9.2971326165
Stony Creek,1983,4,331.2487939254,24.0365491085,0.0725634313,12.2756481481
Stony Creek,1983,5,183.9855917889,68.0477849115,0.3698538796,15.5845430108
Stony Creek,1983,6,132.1384415593,164.7799679851,1.2470252111,21.5290277778
Stony Creek,1983,7,97.7614751624,112.5762379714,1.1515398861,24.9033602151
Stony Creek,1983,8,108.9065310857,114.3660230654,1.0501300696,25.0336469534
Stony Creek,1983,9,97.2667650144,36.53407252,0.3756069456,21.825462963
Stony Creek,1983,10,75.9701621673,15.0726046083,0.1984016379,17.1978942652
Stony Creek,1983,11,108.6335593972,11.4103185323,0.1050349321,10.4582407407
Stony Creek,1983,12,385.526092028,5.2769280951,0.013687603,6.8514336918
Stony Creek,1984,1,1303.6413384549,3.1050319976,0.0023818146,6.6183243728
Stony Creek,1984,2,359.2805286621,3.1737642573,0.0088336662,7.7107758621
Stony Creek,1984,3,178.4232232052,9.0629921533,0.0507949133,9.7590501792
Stony Creek,1984,4,173.5798486359,16.8087591217,0.09683589,11.9107407407
Stony Creek,1984,5,197.3913626028,65.1175959063,0.329890807,15.9431899642
Stony Creek,1984,6,134.4738498637,131.9619155369,0.9813202765,21.8890740741
Stony Creek,1984,7,114.0082950459,131.8769693104,1.1567313524,25.3194892473
Stony Creek,1984,8,188.6601636912,112.0629402105,0.5939936551,24.5208333333
Stony Creek,1984,9,118.957181493,48.1754460122,0.4049814009,22.0647685185
Stony Creek,1984,10,65.4073745038,16.4777169741,0.2519244519,16.8259856631
Stony Creek,1984,11,286.3715678907,9.7823802098,0.0341597467,11.636712963
Stony Creek,1984,12,332.2317713807,5.2811731217,0.0158960508,7.0394265233
Stony Creek,1985,1,276.2633116979,3.4560573603,0.0125100121,6.5802419355
Stony Creek,1985,2,183.6442066588,6.2768407146,0.034179356,7.3021825397
Stony Creek,1985,3,1151.8679997824,1.8080474889,0.0015696655,9.2742383513
Stony Creek,1985,4,446.8226215225,11.1296431492,0.0249084147,11.2351388889
Stony Creek,1985,5,287.9801915793,74.9288226854,0.2601874187,15.0597670251
Stony Creek,1985,6,125.1642314588,149.2808533748,1.1926798226,21.0575462963
Stony Creek,1985,7,94.8475293156,128.6378526525,1.3562593942,25.1595430108
Stony Creek,1985,8,117.3832083732,107.1621777338,0.9129259561,24.858109319
Stony Creek,1985,9,207.83742437,33.2110033619,0.1597931819,22.0323611111
Stony Creek,1985,10,299.4218403046,14.7552209695,0.0492790404,16.9028225806
Stony Creek,1985,11,205.3292854407,10.9316215451,0.0532394662,11.3803703704
Stony Creek,1985,12,103.8965748635,6.2528628252,0.0601835319,6.8297939068
Stony Creek,1986,1,363.6836467203,3.2412709415,0.0089123362,6.6422491039
Stony Creek,1986,2,271.5742494559,3.1951000646,0.0117651069,7.2244047619
Stony Creek,1986,3,250.3135105359,8.9638340178,0.0358104283,8.9302419355
Stony Creek,1986,4,207.6055512229,28.8281773655,0.1388603397,11.3968055556
Stony Creek,1986,5,211.8844704563,43.599006761,0.2057678256,14.4873207885
Stony Creek,1986,6,145.9405894349,140.4424253221,0.9623260113,20.9650925926
Stony Creek,1986,7,94.7231857408,128.8796642953,1.3605925866,25.2607526882
Stony Creek,1986,8,85.744091158,97.1490120991,1.133011159,24.6947580645
Stony Creek,1986,9,104.3547256891,53.9197214221,0.516696499,22.004212963
Stony Creek,1986,10,56.625890569,18.0902259966,0.3194691653,16.9387544803
Stony Creek,1986,11,89.044407102,13.7624197131,0.1545568123,11.6916203704
Stony Creek,1986,12,84.341371198,5.5176523721,0.0654204727,6.9855734767
Stony Creek,1987,1,118.7440441507,9.2027386706,0.0775006337,6.5517921147
Stony Creek,1987,2,165.0792895467,6.0400851207,0.0365889939,7.8270833333
Stony Creek,1987,3,560.5022855167,1.4893756423,0.002657216,8.9380824373
Stony Creek,1987,4,361.9473802762,5.545071425,0.0153201038,11.7625462963
Stony Creek,1987,5,219.1530923861,48.8957104482,0.2231121173,15.1189964158
Stony Creek,1987,6,163.6382065508,101.6782968417,0.6213603717,21.1883796296
Stony Creek,1987,7,355.334638578,96.7828261385,0.2723709305,25.6194444444
Stony Creek,1987,8,62.3145763928,72.4957325047,1.1633832195,25.1012096774
Stony Creek,1987,9,91.6974819449,47.758049641,0.5208218222,23.1173611111
Stony Creek,1987,10,65.9455852263,28.9205245175,0.4385513362,17.2796594982
Stony Creek,1987,11,86.8491050685,8.5436329613,0.0983732988,11.5834722222
Stony Creek,1987,12,200.958979312,4.1943938195,0.0208718905,6.64390681
Stony Creek,1988,1,229.2039505888,4.557177021,0.0198826286,6.3021953405
Stony Creek,1988,2,570.5712202413,2.3310653822,0.0040854941,7.9849616858
Stony Creek,1988,3,510.9193520795,1.6697227117,0.0032680749,10.257437276
Stony Creek,1988,4,236.7162139549,11.2096099902,0.0473546353,12.2356018519
Stony Creek,1988,5,134.7833693248,85.0824306085,0.6312531808,17.3179659498
Stony Creek,1988,6,370.9751907004,139.5344177125,0.376128704,22.1602314815
Stony Creek,1988,7,72.142923952,109.7050359728,1.5206624567,25.3181003584
Stony Creek,1988,8,79.8729433514,115.5310062422,1.4464348175,25.4272401434
Stony Creek,1988,9,63.6610445199,53.5329282733,0.8409055911,22.0214814815
Stony Creek,1988,10,100.4555554591,17.1559185493,0.1707811825,17.2551971326
Stony Creek,1988,11,66.6974432354,11.0634179778,0.1658746939,11.2033796296
Stony Creek,1988,12,363.9411881876,5.2981647355,0.0145577497,6.4568100358
Stony Creek,1989,1,2085.9907802978,3.0623894063,0.0014680743,6.4621863799
Stony Creek,1989,2,1901.2735817439,2.962010616,0.0015579087,7.1885416667
Stony Creek,1989,3,985.7912062859,1.6717167873,0.0016958122,9.2453853047
Stony Creek,1989,4,537.9578446391,6.7590096486,0.0125641994,11.7406944444
Stony Creek,1989,5,463.9015452235,45.9908265698,0.0991391968,15.3133064516
Stony Creek,1989,6,376.2683280644,122.6241101677,0.3258953811,20.6547685185
Stony Creek,1989,7,129.6049206983,128.2625632145,0.9896426966,24.0376344086
Stony Creek,1989,8,101.5115669264,101.0357446151,0.9953126296,24.3081541219
Stony Creek,1989,9,92.2246465829,44.5663744899,0.4832371404,22.2451388889
Stony Creek,1989,10,108.4515811123,14.9332382555,0.1376949797,17.2980734767
Stony Creek,1989,11,111.6314643327,11.2779442973,0.1010283648,10.2003240741
Stony Creek,1989,12,218.4782263729,5.7195325891,0.0261789593,6.5943996416
Stony Creek,1990,1,299.6980977416,3.1567317905,0.0105330391,6.755734767
Stony Creek,1990,2,450.2811563886,3.1076989709,0.0069016856,7.3092261905
Stony Creek,1990,3,247.1288709412,2.5311360474,0.0102421706,9.4744175627
Stony Creek,1990,4,229.588317401,19.9809982396,0.0870296819,12.2948611111
Stony Creek,1990,5,174.9581293698,59.2048889324,0.3383946156,16.5786290323
Stony Creek,1990,6,136.5651038646,147.2707524367,1.0783922706,21.9803703704
Stony Creek,1990,7,106.0240968696,133.7233523341,1.2612543401,25.568234767
Stony Creek,1990,8,90.3622180193,100.7879068205,1.1153766367,24.8146057348
Stony Creek,1990,9,93.3163423204,44.0965509411,0.4725490717,22.1478703704
Stony Creek,1990,10,73.998457739,24.3591462639,0.3291845129,16.3873207885
Stony Creek,1990,11,229.5782072506,10.38377311,0.0452297857,9.7298148148
Stony Creek,1990,12,379.0088933586,5.3705135724,0.014169888,6.7900537634
Stony Creek,1991,1,4925.9706431792,3.1986174749,0.0006493375,6.9404121864
Stony Creek,1991,2,1427.7067957077,3.0046192865,0.0021045072,8.1824900794
Stony Creek,1991,3,3481.4715526066,1.6063807695,0.0004614086,9.6292562724
Stony Creek,1991,4,1325.1201002626,2.595657146,0.001958809,12.1905555556
Stony Creek,1991,5,1035.4348323314,58.1192145306,0.0561302486,16.4205197133
Stony Creek,1991,6,542.0153055993,119.4116298054,0.2203104388,20.9834259259
Stony Creek,1991,7,249.0247350678,132.3379473568,0.5314249097,24.5721326165
Stony Creek,1991,8,156.3744974932,102.5570962527,0.655842851,24.5094086022
Stony Creek,1991,9,166.5785637336,50.3373761737,0.3021839968,22.444537037
Stony Creek,1991,10,122.3553445947,20.8127017827,0.1701004713,16.2007168459
Stony Creek,1991,11,88.3336324527,18.573720419,0.210267821,11.9634259259
Stony Creek,1991,12,510.6863036321,5.5663721542,0.0108997874,7.2483422939
Stony Creek,1992,1,1681.2021888226,3.3944760568,0.0020190766,6.710483871
Stony Creek,1992,2,1942.3836852115,3.1161421582,0.0016042877,8.2403256705
Stony Creek,1992,3,894.0625554274,1.6850033461,0.0018846593,9.2057795699
Stony Creek,1992,4,504.9340914837,10.3739133507,0.0205450841,11.8295833333
Stony Creek,1992,5,652.739170396,35.6125753582,0.0545586614,15.8591397849
Stony Creek,1992,6,447.3379903481,142.7895016914,0.3191982456,21.9667592593
Stony Creek,1992,7,193.5658455338,133.6715540163,0.6905740713,25.5657706093
Stony Creek,1992,8,151.1233269155,109.4282789142,0.724099192,25.6269265233
Stony Creek,1992,9,171.4118498126,39.6712851083,0.2314384049,21.7731481481
Stony Creek,1992,10,168.0797359543,16.1519650912,0.0960970399,16.8217293907
Stony Creek,1992,11,137.3763475171,10.3304426167,0.0751981167,11.5112037037
Stony Creek,1992,12,1745.320695071,5.6983246669,0.0032649155,7.2553315412
Stony Creek,1993,1,3531.40222852,3.1431528093,0.000890058,6.7956541219
Stony Creek,1993,2,832.9855478913,3.0891888205,0.0037085743,7.9193452381
Stony Creek,1993,3,350.5811318032,6.0064232937,0.0171327626,10.1581541219
Stony Creek,1993,4,276.6920830188,19.3386103429,0.0698921709,12.7635648148
Stony Creek,1993,5,238.7041574122,73.6155418638,0.3083965636,16.8711021505
Stony Creek,1993,6,167.4653033021,140.9877005909,0.8418920087,21.394537037
Stony Creek,1993,7,166.5235855026,121.7444617977,0.7310944058,24.6670698925
Stony Creek,1993,8,133.4528009607,94.0841420661,0.704999381,24.6009856631
Stony Creek,1993,9,144.8504709151,34.2840659617,0.236685913,21.4168518519
Stony Creek,1993,10,135.2039716044,19.7613658161,0.1461596548,15.8566756272
Stony Creek,1993,11,309.3677906173,9.7427344804,0.0314924009,11.4836111111
Stony Creek,1993,12,472.2687523641,6.0219036371,0.0127510101,6.4458333333
Stony Creek,1994,1,2602.2238364682,3.5944902429,0.0013813148,7.0788978495
Stony Creek,1994,2,4460.8470215467,3.2400413744,0.0007263287,7.6786210317
Stony Creek,1994,3,2109.0853725445,1.4359634134,0.0006808465,9.4825716846
Stony Creek,1994,4,801.3481078969,2.1924061365,0.0027358973,11.8922222222
Stony Creek,1994,5,1363.9431788484,23.6914126703,0.0173697945,14.89359319
Stony Creek,1994,6,793.2901147635,89.0808434394,0.1122928948,21.8419444444
Stony Creek,1994,7,356.5244906544,135.4652562447,0.3799605912,26.0691308244
Stony Creek,1994,8,235.6853795647,103.1093880229,0.4374874174,25.9312724014
Stony Creek,1994,9,206.7521734101,48.6826292173,0.2354636878,22.2997222222
Stony Creek,1994,10,207.603353909,18.1849351805,0.0875946117,15.9259856631
Stony Creek,1994,11,436.948241031,7.1644235376,0.0163965039,11.0537962963
Stony Creek,1994,12,491.3074666643,5.4642135446,0.01112178,6.225
Stony Creek,1995,1,526.4286770472,2.9139355768,0.0055352904,6.5547043011
Stony Creek,1995,2,1496.9779897259,2.4954724681,0.0016670068,7.300297619
Stony Creek,1995,3,1065.6852291454,1.5351922498,0.0014405682,9.218234767
Stony Creek,1995,4,548.6948139307,10.5345652634,0.0191993163,11.5510648148
Stony Creek,1995,5,439.658825981,80.3891366533,0.18284436,15.8924283154
Stony Creek,1995,6,255.4901778067,124.9509266651,0.4890635238,21.5283333333
Stony Creek,1995,7,191.4289597523,127.5163311195,0.6661287367,24.6744623656
Stony Creek,1995,8,183.9620475676,100.0944963522,0.5441040567,24.7528225806
Stony Creek,1995,9,181.9045842035,52.8849210059,0.2907289073,22.3713425926
Stony Creek,1995,10,129.6880611858,19.8638122468,0.1531660823,17.1388888889
Stony Creek,1995,11,226.2783013762,10.6426565787,0.0470334827,11.6209259259
Stony Creek,1995,12,200.0180253971,5.0678384406,0.0253369087,6.9659498208
Stony Creek,1996,1,534.3011579886,2.8941435986,0.0054166897,6.795609319
Stony Creek,1996,2,2109.7746659641,2.588738659,0.0012270214,7.4392241379
Stony Creek,1996,3,922.0865656693,1.7060974672,0.0018502574,9.1426075269
Stony Creek,1996,4,434.9307922428,10.841689058,0.024927389,11.7118518519
Stony Creek,1996,5,439.9057708542,81.030464798,0.1841995949,15.0334677419
Stony Creek,1996,6,241.2201852346,144.3272446774,0.5983215896,21.365
Stony Creek,1996,7,161.1157574129,108.4051483125,0.6728401371,25.4323028674
Stony Creek,1996,8,166.8167108282,105.7181134109,0.6337381482,24.9803763441
Stony Creek,1996,9,138.0256193966,29.4823175171,0.2136003276,21.2374074074
Stony Creek,1996,10,197.6575166743,14.8367980913,0.0750631615,16.9819444444
Stony Creek,1996,11,137.3334704228,10.1178101389,0.0736733013,10.792962963
Stony Creek,1996,12,138.9321880503,6.6574097399,0.0479184114,6.915546595
Stony Creek,1997,1,325.3760170619,6.2079839117,0.0190794145,6.3132616487
Stony Creek,1997,2,401.558983288,3.2752035749,0.0081562204,7.192906746
Stony Creek,1997,3,510.070306699,1.7128765797,0.0033581186,10.1619623656
Stony Creek,1997,4,306.4095038676,13.9523552725,0.0455349951,12.3998148148
Stony Creek,1997,5,227.7151599857,89.1318788426,0.3914182914,16.7096326165
Stony Creek,1997,6,121.7595644836,141.9507510821,1.1658283412,21.2903703704
Stony Creek,1997,7,133.2558187205,110.6416266886,0.8302949001,24.8793010753
Stony Creek,1997,8,154.4309079549,108.9289587277,0.7053572382,24.7598566308
Stony Creek,1997,9,133.1051879668,42.2294886179,0.317264032,22.2823611111
Stony Creek,1997,10,92.9811617372,17.9391435719,0.1929330978,17.0597222222
Stony Creek,1997,11,353.4694864081,8.7857338284,0.0248557065,11.2413888889
Stony Creek,1997,12,1359.9586513732,5.080380494,0.0037356875,6.7440860215
Stony Creek,1998,1,1250.461303342,2.7278760662,0.0021814958,6.7244623656
Stony Creek,1998,2,526.7307485509,2.6808538457,0.0050896095,7.4477678571
Stony Creek,1998,3,299.0784986115,5.886556304,0.0196823119,8.910797491
Stony Creek,1998,4,246.0958796067,14.398021134,0.0585057383,11.3093518519
Stony Creek,1998,5,208.3803847989,70.0047407795,0.3359468831,14.4816756272
Stony Creek,1998,6,120.2560802681,145.0054207562,1.2058053151,20.9611574074
Stony Creek,1998,7,135.9156827337,128.3526511381,0.9443549748,25.469265233
Stony Creek,1998,8,130.4419262801,105.4882460435,0.8086989287,24.9688620072
Stony Creek,1998,9,117.3514450918,40.7608261408,0.3473397887,22.1285185185
Stony Creek,1998,10,83.1330772583,21.9354584882,0.2638595757,16.5306003584
Stony Creek,1998,11,139.4609597821,9.8234701978,0.0704388541,11.0811111111
Stony Creek,1998,12,1934.4619423696,5.2762183889,0.0027274863,7.035797491
Stony Creek,1999,1,2161.1982276729,3.1682017697,0.0014659469,6.9293458781
Stony Creek,1999,2,516.5578014137,2.9686360634,0.0057469581,7.3154761905
Stony Creek,1999,3,608.1962385423,1.9669471487,0.0032340666,9.3506272401
Stony Creek,1999,4,676.5558824143,6.2342126678,0.0092146308,11.1309722222
Stony Creek,1999,5,756.3917275123,53.7818469959,0.0711031666,14.9251344086
Stony Creek,1999,6,287.3320481882,149.6498164345,0.5208253565,21.8102314815
Stony Creek,1999,7,168.9783500854,130.4177669725,0.7718016356,25.8366487455
Stony Creek,1999,8,120.742263033,93.447614643,0.7739428788,24.9337365591
Stony Creek,1999,9,158.9250929268,50.7413908031,0.3192786606,21.9637037037
Stony Creek,1999,10,117.5643929716,19.8658250747,0.1689782473,17.5468637993
Stony Creek,1999,11,208.0384707965,9.2122820978,0.0442816276,11.0897685185
Stony Creek,1999,12,1127.786971168,5.2165072784,0.0046254367,7.1136200717
Stony Creek,2000,1,1100.6745035938,3.108490536,0.0028241687,6.7257616487
Stony Creek,2000,2,2380.3968872675,3.0788373573,0.0012934135,7.4726532567
Stony Creek,2000,3,774.8294568729,5.6855790046,0.0073378457,10.3581989247
Stony Creek,2000,4,304.6188162832,18.3549748087,0.0602555516,12.445787037
Stony Creek,2000,5,223.7090554188,69.5724939342,0.3109954302,16.3676971326
Stony Creek,2000,6,202.3779716718,147.9445664388,0.7310309774,21.9500462963
Stony Creek,2000,7,153.7413648811,127.1848047192,0.8272647041,25.7218189964
Stony Creek,2000,8,149.8277336038,105.9359691703,0.7070518029,24.726702509
Stony Creek,2000,9,142.904917386,41.9286751865,0.2934026061,21.3425925926
Stony Creek,2000,10,193.8668811656,19.7240680109,0.1017402658,16.5521057348
Stony Creek,2000,11,133.6326842873,10.2626411607,0.0767973884,11.2106481481
Stony Creek,2000,12,641.2300933804,5.7955771857,0.0090382177,6.8986111111
Stony Creek,2001,1,997.3061956679,3.3042841898,0.0033132093,6.7265232975
Stony Creek,2001,2,615.1665952026,3.2244408059,0.0052415733,7.321031746
Stony Creek,2001,3,610.7858095498,1.8858718619,0.0030876157,9.2525089606
Stony Creek,2001,4,327.386477141,10.7891246695,0.0329553156,11.3302314815
Stony Creek,2001,5,795.6637077334,44.895055811,0.056424662,14.5006272401
Stony Creek,2001,6,548.3833222378,118.1708090302,0.2154894291,20.5756481481
Stony Creek,2001,7,188.9494996622,140.0693511663,0.7413057532,25.7198028674
Stony Creek,2001,8,132.608693311,109.2486301363,0.8238421434,25.4257616487
Stony Creek,2001,9,153.8628299836,39.8945800865,0.2592866652,21.8139814815
Stony Creek,2001,10,102.3727483834,21.8880996879,0.213807874,16.8210573477
Stony Creek,2001,11,224.015929036,9.6551519489,0.043100292,11.409212963
Stony Creek,2001,12,2187.9159347239,5.671969625,0.0025924075,7.1465053763
Stony Creek,2002,1,2009.7072346158,3.1806771224,0.001582657,6.8197132616
Stony Creek,2002,2,1186.2270202016,3.0871400352,0.0026024867,7.4092757937
Stony Creek,2002,3,1485.9208793701,1.7211383369,0.0011582974,8.8801523297
Stony Creek,2002,4,1443.7473030159,2.2378389593,0.0015500212,11.4589814815
Stony Creek,2002,5,993.0049083025,60.9667819558,0.0613962544,15.7870519713
Stony Creek,2002,6,440.6537494115,150.9796981989,0.3426266051,22.0194444444
Stony Creek,2002,7,206.9919573458,124.2981411141,0.600497443,26.0844982079
Stony Creek,2002,8,182.9626846742,109.7274982052,0.5997261048,25.3262544803
Stony Creek,2002,9,169.9592105595,39.3149139756,0.2313197022,21.9547222222
Stony Creek,2002,10,155.6136549165,19.579112028,0.1258187274,16.5344982079
Stony Creek,2002,11,147.5594096274,9.7265533671,0.0659161852,11.3575
Stony Creek,2002,12,403.6352834932,5.9954834129,0.0148537149,6.553718638
Stony Creek,2003,1,279.1394123231,3.6370125202,0.0130293766,6.3671594982
Stony Creek,2003,2,604.6887830314,3.052944355,0.0050487862,7.3307539683
Stony Creek,2003,3,359.6464224211,9.5921898922,0.0266711673,9.5629928315
Stony Creek,2003,4,260.5358397385,20.7657818637,0.0797041278,11.6218981481
Stony Creek,2003,5,263.2596298556,82.7684061925,0.3143983992,15.7375896057
Stony Creek,2003,6,177.1611308448,153.0053461796,0.863650765,21.3830555556
Stony Creek,2003,7,159.6922314965,112.4106715898,0.7039207264,25.4401433692
Stony Creek,2003,8,148.5160236111,102.8585187777,0.6925752271,24.8954749104
Stony Creek,2003,9,136.4370175116,38.2297570653,0.2802007678,21.722962963
Thomes Creek,1921,10,36.0845684458,1.4219795589,0.0394068606,NA
Thomes Creek,1921,11,73.2271427085,0.4222326322,0.0057660673,10.3726388889
Thomes Creek,1921,12,107.3004569392,0.3143798996,0.0029299027,6.5370967742
Thomes Creek,1922,1,242.0734410703,0.4882144926,0.0020168032,6.4504928315
